,92602,92603,92604,92606,92612,92614,92618,92620,Irvine Average 4-Bedroom House Price
1996-04,309300.0,444000.0,266700.0,261900.0,258900.0,312000.0,279400.0,301000.0,304150.0
1996-05,309000.0,443700.0,266800.0,261700.0,259800.0,312000.0,279400.0,300300.0,304087.5
1996-06,308600.0,443600.0,266800.0,261500.0,260700.0,312100.0,279500.0,299800.0,304075.0
1996-07,308200.0,443700.0,266800.0,261400.0,261700.0,312300.0,279600.0,299300.0,304125.0
1996-08,308000.0,444200.0,267100.0,261400.0,262900.0,312700.0,279700.0,298900.0,304362.5
1996-09,307800.0,444900.0,267400.0,261400.0,264000.0,313300.0,280000.0,298800.0,304700.0
1996-10,308000.0,445900.0,267900.0,261600.0,265200.0,314200.0,280400.0,298800.0,305250.0
1996-11,308400.0,447100.0,268500.0,261800.0,266300.0,315100.0,281000.0,299100.0,305912.5
1996-12,309300.0,448600.0,269500.0,262400.0,267700.0,316500.0,282100.0,299700.0,306975.0
1997-01,310500.0,450300.0,270600.0,263200.0,269400.0,318300.0,283400.0,300600.0,308287.5
1997-02,311500.0,452100.0,271600.0,264000.0,271000.0,320300.0,284700.0,301400.0,309575.0
1997-03,312200.0,453900.0,272300.0,264700.0,272400.0,322200.0,285900.0,302100.0,310712.5
1997-04,312800.0,455800.0,273000.0,265400.0,273800.0,324300.0,287200.0,302800.0,311887.5
1997-05,313500.0,458200.0,273800.0,266200.0,275300.0,326800.0,288700.0,303800.0,313287.5
1997-06,314300.0,460900.0,274700.0,267200.0,277000.0,329600.0,290400.0,304900.0,314875.0
1997-07,315100.0,464200.0,275800.0,268500.0,279000.0,332800.0,292400.0,306300.0,316762.5
1997-08,316100.0,468000.0,277000.0,269900.0,281300.0,336300.0,294600.0,307900.0,318887.5
1997-09,317300.0,472200.0,278500.0,271600.0,283700.0,340100.0,296900.0,309700.0,321250.0
1997-10,318800.0,476700.0,280200.0,273500.0,286400.0,344100.0,299500.0,311900.0,323887.5
1997-11,320700.0,481300.0,282100.0,275500.0,289000.0,348300.0,302300.0,314400.0,326700.0
1997-12,323000.0,486000.0,284300.0,278000.0,292000.0,352700.0,305600.0,317400.0,329875.0
1998-01,325700.0,490600.0,286800.0,280700.0,295500.0,357400.0,309200.0,320500.0,333300.0
1998-02,328200.0,494900.0,289000.0,283500.0,298900.0,362000.0,312600.0,323500.0,336575.0
1998-03,330400.0,498900.0,290900.0,286000.0,302000.0,366300.0,315800.0,326300.0,339575.0
1998-04,332600.0,502800.0,292900.0,288600.0,305200.0,370600.0,319100.0,329200.0,342625.0
1998-05,334800.0,506600.0,294900.0,291300.0,308500.0,375000.0,322500.0,332200.0,345725.0
1998-06,337100.0,510600.0,296900.0,294100.0,311900.0,379500.0,325800.0,335200.0,348887.5
1998-07,339500.0,514700.0,299100.0,297100.0,315500.0,384000.0,329200.0,338200.0,352162.5
1998-08,342000.0,519100.0,301400.0,300100.0,319200.0,388400.0,332600.0,341400.0,355525.0
1998-09,344800.0,523400.0,303800.0,303200.0,323000.0,392700.0,336000.0,344600.0,358937.5
1998-10,347900.0,527700.0,306500.0,306300.0,326800.0,397100.0,339500.0,347800.0,362450.0
1998-11,351400.0,531700.0,309300.0,309500.0,330300.0,401200.0,342900.0,351300.0,365950.0
1998-12,355300.0,535600.0,312400.0,312700.0,334000.0,405200.0,346700.0,354800.0,369587.5
1999-01,359500.0,539000.0,315500.0,316200.0,337900.0,409100.0,350500.0,358200.0,373237.5
1999-02,363400.0,541900.0,318400.0,319400.0,341600.0,412600.0,353900.0,361100.0,376537.5
1999-03,366900.0,544200.0,320900.0,322200.0,344800.0,415500.0,356900.0,363500.0,379362.5
1999-04,370400.0,546200.0,323300.0,324900.0,347800.0,418200.0,359800.0,365600.0,382025.0
1999-05,373700.0,548000.0,325800.0,327500.0,350600.0,420600.0,362700.0,367600.0,384562.5
1999-06,377000.0,549900.0,328200.0,330000.0,353500.0,423100.0,365500.0,369500.0,387087.5
1999-07,380200.0,552000.0,330600.0,332600.0,356400.0,425400.0,368400.0,371400.0,389625.0
1999-08,383600.0,554600.0,333200.0,335100.0,359300.0,427600.0,371300.0,373400.0,392262.5
1999-09,387100.0,557500.0,336000.0,337700.0,362200.0,429700.0,374100.0,375600.0,394987.5
1999-10,390900.0,560500.0,339000.0,340300.0,365000.0,432000.0,377000.0,378200.0,397862.5
1999-11,395100.0,563800.0,342300.0,342900.0,367300.0,434000.0,380100.0,381100.0,400825.0
1999-12,399700.0,567100.0,345800.0,345600.0,369700.0,436000.0,383500.0,384400.0,403975.0
2000-01,404600.0,570500.0,349400.0,348500.0,372400.0,438000.0,387100.0,387900.0,407300.0
2000-02,409100.0,573800.0,352800.0,351300.0,374900.0,439900.0,390500.0,391400.0,410462.5
2000-03,413100.0,576900.0,355800.0,353700.0,376800.0,441300.0,393500.0,394700.0,413225.0
2000-04,416900.0,580000.0,358800.0,356000.0,378400.0,442600.0,396500.0,398100.0,415912.5
2000-05,420600.0,583300.0,361800.0,358300.0,379900.0,444000.0,399700.0,401600.0,418650.0
2000-06,424200.0,587000.0,364800.0,360600.0,381400.0,445600.0,403000.0,405400.0,421500.0
2000-07,427700.0,591400.0,368100.0,363200.0,383000.0,447400.0,406500.0,409400.0,424587.5
2000-08,431300.0,596300.0,371500.0,365800.0,384900.0,449300.0,410200.0,413700.0,427875.0
2000-09,435200.0,601600.0,375300.0,368600.0,386800.0,451400.0,414100.0,418400.0,431425.0
2000-10,439500.0,607000.0,379400.0,371600.0,388700.0,453800.0,418100.0,423400.0,435187.5
2000-11,444200.0,612600.0,383700.0,374600.0,390500.0,456200.0,422400.0,428700.0,439112.5
2000-12,449400.0,617900.0,388200.0,377800.0,392300.0,458700.0,427100.0,434200.0,443200.0
2001-01,454800.0,622900.0,392700.0,381200.0,394600.0,461300.0,431900.0,439700.0,447387.5
2001-02,459900.0,627200.0,396900.0,384600.0,397100.0,463900.0,436600.0,444700.0,451362.5
2001-03,464600.0,631100.0,400700.0,387700.0,399400.0,466300.0,441100.0,449400.0,455037.5
2001-04,469100.0,634500.0,404300.0,390700.0,401600.0,468700.0,445600.0,454000.0,458562.5
2001-05,473500.0,637800.0,407800.0,393800.0,404000.0,471500.0,450300.0,458600.0,462162.5
2001-06,477800.0,641200.0,411300.0,397000.0,406800.0,474800.0,455100.0,463100.0,465887.5
2001-07,482100.0,645300.0,414800.0,400500.0,410300.0,478500.0,460200.0,467600.0,469912.5
2001-08,486700.0,650000.0,418600.0,404300.0,414400.0,482500.0,465300.0,472300.0,474262.5
2001-09,491600.0,655000.0,422800.0,408300.0,418800.0,487000.0,470600.0,477100.0,478900.0
2001-10,497200.0,660200.0,427300.0,412700.0,423600.0,492100.0,476100.0,482200.0,483925.0
2001-11,503200.0,665400.0,432100.0,417100.0,428300.0,497300.0,481800.0,487400.0,489075.0
2001-12,509700.0,670100.0,436900.0,421700.0,433200.0,502500.0,487700.0,492600.0,494300.0
2002-01,516200.0,674400.0,441500.0,426500.0,438500.0,507800.0,493400.0,497600.0,499487.5
2002-02,522400.0,678000.0,445800.0,431300.0,444300.0,513100.0,499000.0,502100.0,504500.0
2002-03,528000.0,681200.0,449700.0,436000.0,450000.0,518400.0,504300.0,506100.0,509212.5
2002-04,533300.0,684000.0,453300.0,440400.0,455500.0,523900.0,509600.0,509900.0,513737.5
2002-05,538100.0,686600.0,456600.0,444900.0,461100.0,529800.0,514800.0,513600.0,518187.5
2002-06,542800.0,689800.0,460000.0,449600.0,467200.0,536100.0,520200.0,517400.0,522887.5
2002-07,547500.0,693900.0,463600.0,454600.0,473900.0,543000.0,525800.0,521300.0,527950.0
2002-08,552300.0,699000.0,467600.0,459900.0,481200.0,550200.0,531500.0,525400.0,533387.5
2002-09,557500.0,704900.0,472000.0,465400.0,488700.0,557800.0,537300.0,529800.0,539175.0
2002-10,563400.0,711100.0,476900.0,471000.0,495900.0,565300.0,543400.0,534600.0,545200.0
2002-11,569900.0,717600.0,482300.0,477900.0,504800.0,575600.0,549100.0,539200.0,552050.0
2002-12,576300.0,725300.0,487900.0,485700.0,514900.0,587200.0,554100.0,543300.0,559337.5
2003-01,581900.0,735000.0,493400.0,492400.0,523800.0,595700.0,559100.0,547400.0,566087.5
2003-02,587300.0,746000.0,498500.0,498000.0,531400.0,600700.0,565300.0,552100.0,572412.5
2003-03,593900.0,757500.0,503800.0,504100.0,540300.0,606800.0,572800.0,557700.0,579612.5
2003-04,602700.0,769300.0,509900.0,510600.0,550000.0,613800.0,581400.0,564400.0,587762.5
2003-05,614400.0,780100.0,517000.0,517100.0,559600.0,621400.0,590700.0,572300.0,596575.0
2003-06,629300.0,788600.0,525400.0,523800.0,568200.0,629400.0,601300.0,581500.0,605937.5
2003-07,647100.0,794200.0,535000.0,531100.0,575000.0,637500.0,613500.0,592400.0,615725.0
2003-08,666700.0,798700.0,545600.0,539800.0,581000.0,646200.0,627200.0,604700.0,626237.5
2003-09,686600.0,804900.0,556700.0,550700.0,588000.0,655800.0,642200.0,617700.0,637825.0
2003-10,705300.0,815400.0,567900.0,564100.0,597900.0,666300.0,657700.0,630900.0,650687.5
2003-11,722300.0,830200.0,579200.0,579000.0,610300.0,677000.0,673600.0,644500.0,664512.5
2003-12,738800.0,848400.0,591600.0,594800.0,623800.0,688700.0,690300.0,659300.0,679462.5
2004-01,756800.0,868300.0,605700.0,611000.0,636800.0,703400.0,707800.0,675800.0,695700.0
2004-02,777500.0,889500.0,622100.0,627700.0,648900.0,721600.0,725700.0,693900.0,713362.5
2004-03,800400.0,911700.0,640600.0,645300.0,660900.0,742000.0,744000.0,713900.0,732350.0
2004-04,824100.0,934400.0,660400.0,664200.0,674000.0,763500.0,762700.0,735300.0,752325.0
2004-05,846500.0,956900.0,679600.0,683400.0,687600.0,784700.0,780800.0,756600.0,772012.5
2004-06,866200.0,978800.0,696800.0,701800.0,701300.0,804800.0,797600.0,776500.0,790475.0
2004-07,882000.0,999200.0,710400.0,717800.0,714400.0,822300.0,812200.0,793400.0,806462.5
2004-08,893500.0,1016900.0,719700.0,730100.0,726000.0,835800.0,824300.0,806300.0,819075.0
2004-09,901400.0,1031300.0,725000.0,738400.0,735700.0,844900.0,834800.0,815300.0,828350.0
2004-10,907100.0,1043100.0,727800.0,743000.0,743900.0,850700.0,844600.0,821800.0,835250.0
2004-11,911800.0,1053700.0,729200.0,744500.0,750300.0,853600.0,854000.0,827300.0,840550.0
2004-12,916500.0,1063900.0,730200.0,744500.0,755600.0,854900.0,863000.0,832700.0,845162.5
2005-01,921700.0,1073300.0,731600.0,744900.0,760700.0,856000.0,871200.0,838400.0,849725.0
2005-02,926900.0,1081800.0,733400.0,746400.0,765600.0,856600.0,878200.0,843800.0,854087.5
2005-03,931800.0,1091400.0,735300.0,748600.0,769900.0,855700.0,884200.0,848700.0,858200.0
2005-04,936300.0,1103300.0,737400.0,751400.0,774000.0,853200.0,889300.0,852300.0,862150.0
2005-05,940400.0,1118100.0,740000.0,754900.0,778700.0,850400.0,893500.0,854500.0,866312.5
2005-06,944600.0,1136200.0,744000.0,759700.0,784900.0,849000.0,897100.0,856500.0,871500.0
2005-07,949100.0,1157300.0,749800.0,766100.0,792600.0,849700.0,900000.0,859400.0,878000.0
2005-08,953900.0,1178900.0,756900.0,773700.0,800800.0,852400.0,902000.0,863600.0,885275.0
2005-09,959200.0,1199300.0,764900.0,781700.0,808600.0,856900.0,903700.0,869000.0,892912.5
2005-10,965000.0,1217400.0,773100.0,789700.0,815400.0,862600.0,905400.0,875100.0,900462.5
2005-11,971400.0,1233900.0,781200.0,797400.0,820900.0,868500.0,907500.0,881600.0,907800.0
2005-12,978400.0,1249400.0,789300.0,805100.0,825800.0,875100.0,910500.0,888000.0,915200.0
2006-01,985500.0,1264500.0,797000.0,812400.0,831400.0,883200.0,914400.0,893700.0,922762.5
2006-02,992200.0,1280100.0,803800.0,819300.0,838200.0,892600.0,918900.0,898400.0,930437.5
2006-03,998200.0,1298500.0,809500.0,825000.0,845400.0,901900.0,924200.0,902300.0,938125.0
2006-04,1003000.0,1318600.0,813700.0,829000.0,851100.0,908900.0,929000.0,905500.0,944850.0
2006-05,1006200.0,1336200.0,816100.0,831100.0,854800.0,912200.0,932500.0,907500.0,949575.0
2006-06,1007400.0,1349700.0,816900.0,831900.0,857000.0,911900.0,934200.0,908100.0,952137.5
2006-07,1006900.0,1359800.0,816200.0,831400.0,857600.0,908500.0,934300.0,907000.0,952712.5
2006-08,1005400.0,1366800.0,814500.0,829300.0,857200.0,903100.0,933300.0,904200.0,951725.0
2006-09,1003500.0,1371000.0,812300.0,825900.0,856300.0,897700.0,932100.0,900000.0,949850.0
2006-10,1000900.0,1372300.0,809700.0,821300.0,854400.0,892500.0,930400.0,894800.0,947037.5
2006-11,997400.0,1371200.0,806400.0,816500.0,850900.0,886900.0,928500.0,889000.0,943350.0
2006-12,993000.0,1368400.0,802600.0,812400.0,846400.0,882100.0,927100.0,883900.0,939487.5
2007-01,988000.0,1364900.0,798500.0,809700.0,842600.0,878800.0,926300.0,879700.0,936062.5
2007-02,980000.0,1359800.0,793200.0,807100.0,839300.0,876200.0,924500.0,875800.0,931987.5
2007-03,968000.0,1354600.0,786200.0,803000.0,834300.0,872900.0,920300.0,870800.0,926262.5
2007-04,953700.0,1347900.0,777900.0,796300.0,826400.0,868400.0,913600.0,864000.0,918525.0
2007-05,939700.0,1337700.0,769200.0,787500.0,816800.0,862700.0,906100.0,855300.0,909375.0
2007-06,926000.0,1324800.0,760100.0,776600.0,805900.0,855200.0,898000.0,845000.0,898950.0
2007-07,912200.0,1313000.0,749900.0,763900.0,792500.0,844000.0,888500.0,834100.0,887262.5
2007-08,898500.0,1303000.0,738500.0,750100.0,777000.0,830000.0,877500.0,823600.0,874775.0
2007-09,886100.0,1294000.0,727400.0,736500.0,761000.0,816000.0,866600.0,814400.0,862750.0
2007-10,875000.0,1283800.0,717000.0,723800.0,746000.0,802800.0,856100.0,806300.0,851350.0
2007-11,864400.0,1270800.0,706900.0,712100.0,731900.0,789300.0,845800.0,798000.0,839900.0
2007-12,853200.0,1253800.0,696500.0,700300.0,718000.0,774900.0,834400.0,788100.0,827400.0
2008-01,842200.0,1234000.0,685900.0,688200.0,705900.0,759900.0,821700.0,776700.0,814312.5
2008-02,831600.0,1213400.0,675400.0,676700.0,696700.0,744500.0,808700.0,764600.0,801450.0
2008-03,821700.0,1196800.0,665500.0,666100.0,689100.0,729500.0,796500.0,752900.0,789762.5
2008-04,813200.0,1183900.0,656700.0,657300.0,682700.0,716400.0,785900.0,743100.0,779900.0
2008-05,807400.0,1173000.0,650900.0,652100.0,679400.0,707700.0,778400.0,736600.0,773187.5
2008-06,803000.0,1164000.0,648200.0,650400.0,679700.0,703400.0,773000.0,733300.0,769375.0
2008-07,799600.0,1158900.0,647300.0,649900.0,679800.0,701900.0,769000.0,731700.0,767262.5
2008-08,797500.0,1156600.0,646400.0,648800.0,677800.0,702100.0,766200.0,730800.0,765775.0
2008-09,796800.0,1156600.0,646200.0,647400.0,675000.0,704600.0,764600.0,730800.0,765250.0
2008-10,797000.0,1158200.0,647300.0,646800.0,673400.0,708100.0,763700.0,731800.0,765787.5
2008-11,798000.0,1160800.0,649300.0,647300.0,672200.0,712200.0,763400.0,733200.0,767050.0
2008-12,799400.0,1163400.0,651900.0,648400.0,670500.0,716500.0,763400.0,734900.0,768550.0
2009-01,801200.0,1164300.0,654400.0,648900.0,668800.0,720300.0,763000.0,735900.0,769600.0
2009-02,801700.0,1162200.0,655300.0,648400.0,667000.0,722300.0,761400.0,735900.0,769275.0
2009-03,799800.0,1160200.0,654000.0,646200.0,663200.0,722600.0,758300.0,734400.0,767337.5
2009-04,796400.0,1157800.0,651300.0,642400.0,657200.0,721900.0,754100.0,732200.0,764162.5
2009-05,793100.0,1153500.0,648500.0,638300.0,651200.0,722300.0,749800.0,729500.0,760775.0
2009-06,791500.0,1147000.0,647900.0,636000.0,648500.0,725400.0,747600.0,727700.0,758950.0
2009-07,792800.0,1140000.0,650700.0,637100.0,650300.0,730600.0,749700.0,728200.0,759925.0
2009-08,796600.0,1132300.0,655200.0,640900.0,654800.0,737600.0,754900.0,731100.0,762925.0
2009-09,801300.0,1124900.0,660300.0,644900.0,659800.0,746400.0,759600.0,734700.0,766487.5
2009-10,806300.0,1119000.0,665900.0,648400.0,666100.0,755700.0,762500.0,738400.0,770287.5
2009-11,811000.0,1116300.0,671400.0,651900.0,672600.0,764200.0,764200.0,741500.0,774137.5
2009-12,815400.0,1116500.0,676600.0,654800.0,680700.0,770900.0,765500.0,743800.0,778025.0
2010-01,816200.0,1117300.0,679200.0,656400.0,687000.0,775100.0,766700.0,745300.0,780400.0
2010-02,815600.0,1119700.0,679300.0,655900.0,687300.0,775000.0,766300.0,745000.0,780512.5
2010-03,815400.0,1103200.0,678000.0,656400.0,686200.0,774600.0,765600.0,744000.0,777925.0
2010-04,814300.0,1076700.0,677100.0,661800.0,693900.0,778700.0,768600.0,746100.0,777150.0
2010-05,813000.0,1066300.0,677200.0,667600.0,703100.0,783700.0,772000.0,750100.0,779125.0
2010-06,813900.0,1072900.0,675800.0,666800.0,705400.0,780400.0,771200.0,752000.0,779800.0
2010-07,814600.0,1077700.0,671900.0,660900.0,707800.0,777700.0,769300.0,752100.0,779000.0
2010-08,813900.0,1082900.0,668000.0,656700.0,715600.0,777000.0,768300.0,752600.0,779375.0
2010-09,812200.0,1091100.0,664000.0,655800.0,720900.0,770700.0,766500.0,752600.0,779225.0
2010-10,808700.0,1096600.0,659400.0,655800.0,720100.0,759400.0,763400.0,750100.0,776687.5
2010-11,802000.0,1091000.0,653300.0,653000.0,714600.0,750400.0,757900.0,745100.0,770912.5
2010-12,794900.0,1081700.0,646500.0,649300.0,707700.0,743100.0,751900.0,741300.0,764550.0
2011-01,790300.0,1079800.0,641000.0,645500.0,703400.0,737100.0,747500.0,740200.0,760600.0
2011-02,788400.0,1082100.0,639100.0,641700.0,699500.0,735500.0,745100.0,741200.0,759075.0
2011-03,786700.0,1086500.0,637500.0,638500.0,695700.0,731900.0,742900.0,742000.0,757712.5
2011-04,784800.0,1091400.0,637700.0,636400.0,687300.0,723800.0,739900.0,741400.0,755337.5
2011-05,780400.0,1090800.0,637800.0,634300.0,676200.0,715600.0,732900.0,739900.0,750987.5
2011-06,776900.0,1088000.0,636900.0,632100.0,666500.0,713100.0,725900.0,740200.0,747450.0
2011-07,774500.0,1085300.0,635300.0,631400.0,661100.0,711400.0,719900.0,740700.0,744950.0
2011-08,770900.0,1083900.0,634900.0,630200.0,656800.0,711500.0,715700.0,737700.0,742700.0
2011-09,765400.0,1080600.0,632900.0,629700.0,656000.0,710200.0,712500.0,732800.0,740012.5
2011-10,761500.0,1079500.0,630100.0,629300.0,658400.0,706600.0,711800.0,729500.0,738337.5
2011-11,761300.0,1082700.0,629200.0,628700.0,665400.0,704300.0,714700.0,729800.0,739512.5
2011-12,763000.0,1089800.0,629400.0,628700.0,672600.0,707000.0,721900.0,731400.0,742975.0
2012-01,762200.0,1089900.0,628000.0,629200.0,674500.0,710300.0,728000.0,732300.0,744300.0
2012-02,760500.0,1087200.0,625900.0,629600.0,677300.0,713400.0,731800.0,734000.0,744962.5
2012-03,764000.0,1092700.0,628200.0,630200.0,683300.0,720700.0,736100.0,738600.0,749225.0
2012-04,774000.0,1105100.0,633100.0,628900.0,688000.0,729300.0,740700.0,742900.0,755250.0
2012-05,785600.0,1113900.0,638000.0,628500.0,693800.0,737400.0,748600.0,747700.0,761687.5
2012-06,792100.0,1121400.0,639700.0,631300.0,699300.0,747100.0,758000.0,752400.0,767662.5
2012-07,798400.0,1127400.0,642500.0,635900.0,697500.0,758400.0,766000.0,759400.0,773187.5
2012-08,807200.0,1120600.0,648800.0,640100.0,693400.0,766200.0,772200.0,768900.0,777175.0
2012-09,817500.0,1107500.0,657600.0,646000.0,693500.0,774700.0,781700.0,780300.0,782350.0
2012-10,825100.0,1101500.0,664100.0,651900.0,694100.0,787900.0,793000.0,790200.0,788475.0
2012-11,831100.0,1110300.0,668900.0,656200.0,694900.0,796300.0,802700.0,799900.0,795037.5
2012-12,837200.0,1127400.0,675500.0,659800.0,699700.0,800300.0,809200.0,809300.0,802300.0
2013-01,848300.0,1149800.0,686900.0,666600.0,708800.0,808400.0,820400.0,819700.0,813612.5
2013-02,862300.0,1173200.0,702700.0,677500.0,719600.0,823000.0,839200.0,830600.0,828512.5
2013-03,877600.0,1198600.0,721300.0,689800.0,732800.0,839400.0,857000.0,842400.0,844862.5
2013-04,893100.0,1227400.0,738500.0,702000.0,750800.0,857300.0,870100.0,855500.0,861837.5
2013-05,907900.0,1250400.0,750200.0,712800.0,768200.0,865700.0,883700.0,868300.0,875900.0
2013-06,922600.0,1262800.0,761200.0,727000.0,786600.0,868900.0,904300.0,882400.0,889475.0
2013-07,934600.0,1278100.0,771100.0,743400.0,803600.0,873600.0,926300.0,893900.0,903075.0
2013-08,943800.0,1306300.0,776000.0,758000.0,816800.0,880100.0,940700.0,901400.0,915387.5
2013-09,949800.0,1333900.0,778700.0,765200.0,825500.0,883700.0,943700.0,903900.0,923050.0
2013-10,956400.0,1356700.0,783000.0,770300.0,833600.0,885500.0,942700.0,905200.0,929175.0
2013-11,963800.0,1370800.0,787500.0,775400.0,840300.0,886300.0,943000.0,905300.0,934050.0
2013-12,969200.0,1375500.0,790300.0,780000.0,845800.0,885400.0,940800.0,904900.0,936487.5
2014-01,974800.0,1382100.0,793100.0,785700.0,850100.0,886600.0,935000.0,907400.0,939350.0
2014-02,981800.0,1397500.0,797000.0,795200.0,854800.0,890400.0,929500.0,913200.0,944925.0
2014-03,985800.0,1412100.0,800700.0,802300.0,859800.0,894200.0,929900.0,916900.0,950212.5
2014-04,988400.0,1424600.0,804100.0,806400.0,864300.0,897200.0,935500.0,917100.0,954700.0
2014-05,994100.0,1436600.0,808200.0,810000.0,868600.0,902800.0,942200.0,916900.0,959925.0
2014-06,997000.0,1441500.0,810600.0,810700.0,869200.0,905600.0,942200.0,913200.0,961250.0
2014-07,994700.0,1444900.0,811400.0,807100.0,866400.0,902500.0,936900.0,906900.0,958850.0
2014-08,990900.0,1452300.0,812100.0,801400.0,864700.0,896100.0,931100.0,902400.0,956375.0
2014-09,988100.0,1462300.0,813400.0,795200.0,864400.0,900100.0,929200.0,904300.0,957125.0
2014-10,986700.0,1461700.0,815900.0,791800.0,864600.0,915700.0,931900.0,911400.0,959962.5
2014-11,988500.0,1461100.0,819200.0,793300.0,865600.0,934200.0,937800.0,921000.0,965087.5
2014-12,990500.0,1459100.0,819500.0,795300.0,863700.0,943900.0,943800.0,927500.0,967912.5
2015-01,992800.0,1456400.0,818100.0,795900.0,861900.0,945500.0,949600.0,930300.0,968812.5
2015-02,996200.0,1457600.0,819200.0,797000.0,864500.0,944500.0,957600.0,934000.0,971325.0
2015-03,999900.0,1477400.0,820900.0,801100.0,868600.0,946400.0,967500.0,940500.0,977787.5
2015-04,999700.0,1494800.0,820400.0,805900.0,869800.0,950000.0,975000.0,946900.0,982812.5
2015-05,997700.0,1508300.0,821600.0,810200.0,870700.0,952800.0,982200.0,951600.0,986887.5
2015-06,997500.0,1521600.0,825700.0,813500.0,873200.0,954800.0,991700.0,955100.0,991637.5
2015-07,999300.0,1533100.0,827900.0,816700.0,877700.0,957800.0,998200.0,958100.0,996100.0
2015-08,1004400.0,1542300.0,829000.0,822200.0,883700.0,963700.0,1005300.0,961700.0,1001537.5
2015-09,1011100.0,1559500.0,833000.0,830100.0,890500.0,965100.0,1017900.0,965900.0,1009137.5
2015-10,1013300.0,1578400.0,837300.0,837100.0,894700.0,959000.0,1026600.0,967900.0,1014287.5
2015-11,1011900.0,1592000.0,840700.0,843900.0,897300.0,956300.0,1027400.0,968900.0,1017300.0
2015-12,1012800.0,1604000.0,846000.0,851500.0,901300.0,964000.0,1028100.0,973200.0,1022612.5
2016-01,1014700.0,1610400.0,851300.0,856200.0,905200.0,969600.0,1030300.0,977000.0,1026837.5
2016-02,1018300.0,1594600.0,851800.0,856900.0,906500.0,964300.0,1029100.0,977500.0,1024875.0
2016-03,1022800.0,1558900.0,850600.0,857200.0,906900.0,955400.0,1025900.0,978100.0,1019475.0
2016-04,1027000.0,1527300.0,851200.0,857200.0,908200.0,949900.0,1025000.0,980900.0,1015837.5
2016-05,1029400.0,1514200.0,853900.0,857900.0,913900.0,952200.0,1027800.0,984500.0,1016725.0
2016-06,1028600.0,1514600.0,858100.0,859200.0,924400.0,959200.0,1028900.0,990500.0,1020437.5
2016-07,1026900.0,1520600.0,864300.0,860200.0,932600.0,964600.0,1034200.0,997100.0,1025062.5
2016-08,1027600.0,1525400.0,869500.0,860200.0,935300.0,966300.0,1043300.0,1004200.0,1028975.0
2016-09,1031100.0,1525500.0,872700.0,859400.0,937800.0,970200.0,1049100.0,1009500.0,1031912.5
2016-10,1039800.0,1525400.0,876700.0,857600.0,944700.0,974700.0,1050300.0,1014700.0,1035487.5
2016-11,1048500.0,1522800.0,881900.0,855700.0,951500.0,976600.0,1049300.0,1018000.0,1038037.5
2016-12,1052100.0,1517800.0,886300.0,854300.0,955700.0,973900.0,1047000.0,1020800.0,1038487.5
2017-01,1055700.0,1516300.0,890600.0,854500.0,961000.0,973300.0,1050100.0,1025400.0,1040862.5
2017-02,1063000.0,1522200.0,895000.0,856900.0,967600.0,977700.0,1058100.0,1030200.0,1046337.5
2017-03,1067000.0,1535900.0,897600.0,860200.0,969000.0,984300.0,1061000.0,1031800.0,1050850.0
2017-04,1065900.0,1550700.0,899400.0,864100.0,965700.0,990500.0,1059300.0,1034500.0,1053762.5
2017-05,1067600.0,1563100.0,902100.0,868900.0,958300.0,999800.0,1058400.0,1040200.0,1057300.0
2017-06,1080000.0,1568500.0,908100.0,874000.0,951500.0,1010300.0,1061800.0,1046600.0,1062600.0
2017-07,1093400.0,1567600.0,916300.0,879800.0,951900.0,1018800.0,1065900.0,1053200.0,1068362.5
2017-08,1099700.0,1564500.0,923300.0,885400.0,957300.0,1025900.0,1069900.0,1059000.0,1073125.0
2017-09,1103600.0,1568400.0,928700.0,890200.0,958800.0,1031600.0,1073900.0,1063000.0,1077275.0
2017-10,1109300.0,1577700.0,932400.0,894100.0,957500.0,1035600.0,1083700.0,1066900.0,1082150.0
2017-11,1116300.0,1590800.0,935600.0,899800.0,956700.0,1041000.0,1099500.0,1072500.0,1089025.0
2017-12,1127500.0,1607700.0,940900.0,908000.0,956000.0,1049500.0,1118700.0,1078500.0,1098350.0
2018-01,1135700.0,1621400.0,948300.0,915800.0,957000.0,1058700.0,1127500.0,1081900.0,1105787.5
2018-02,1133900.0,1633700.0,953400.0,920800.0,959300.0,1065400.0,1126500.0,1085100.0,1109762.5
2018-03,1135100.0,1649100.0,954400.0,924200.0,962600.0,1069900.0,1133200.0,1091400.0,1114987.5
2018-04,1141100.0,1661600.0,951800.0,924900.0,964000.0,1070800.0,1146700.0,1096100.0,1119625.0
